"species","Spearman_Correlation","P_value"
"Robiginitalea_biformata",0.673073749358131,0.00306403996665067
"Cellulophaga_algicola",0.672891140519352,0.003075047262156
"Hymenobacter_sp._HDW8",0.672690612907164,0.00308717173780766
"Parabacteroides_merdae",0.671606136319681,0.00315341870832135
"Corynebacterium_genitalium",-0.671451417057745,0.00316296357698898
"Flavobacterium_ginsengisoli",0.671328893269109,0.00317053893073292
"Tenacibaculum_finnmarkense",0.670586786763027,0.00321673783414888
"uncultured_Vibrio_sp.",0.670582775839453,0.00321698900910818
"Acetivibrio_clariflavus",0.669587275937976,0.00327982541521335
"uncultured_Ilyobacter_sp.",0.669154160859813,0.00330747371326055
"Actinomyces_sp._HMT_175",-0.668301781039163,0.0033624398762899
"Streptomyces_rochei",-0.668177127052496,0.00337054014304406
"Lutimonas_sp._YSD2104",0.668092568599013,0.00337604394856118
"Chryseobacterium_faecale",0.667895546357818,0.00338889623757245
"Alistipes_ihumii",0.667515717707921,0.00341378575218517
"Fusobacterium_mortiferum",0.667078180608357,0.00344264078712518
"Nonlabens_sp._Hel1_33_55",0.666711993693121,0.00346694248003051
"Pimelobacter_simplex",-0.666684957314205,0.00346874223967179
"Gemella_sp._oral_taxon_928",0.666671205503794,0.00346965796249877
"Chryseobacterium_indologenes",0.666258170242328,0.0034972533856766
"Megasphaera_elsdenii",0.665852331723666,0.00352454144871968
"Flavobacterium_indicum",0.665242815562424,0.00356584936413175
"Streptococcus_phage_vB_SthS_VA460",-0.665133039913305,0.00357333066624417
"Mariniflexile_sp._TRM1-10",0.665043437271965,0.00357944660830715
"Halopseudomonas_nanhaiensis",-0.664702990334388,0.0036027618323092
"Microbacterium_sp._10M-3C3",-0.66421238764931,0.00363657717680532
"Pedobacter_sp._G11",0.664117987490265,0.00364311328879363
"uncultured_Pseudodesulfovibrio_sp.",0.66235150221629,0.00376719226151973
"Lacinutrix_venerupis",0.661788958848653,0.00380741787221518
"Chryseobacterium_arthrosphaerae",0.661756800527324,0.00380972789771539
"Mucilaginibacter_robiniae",0.661705450352368,0.00381341888776292
"Streptococcus_phage_CHPC879",-0.661448092323757,0.00383196122441949
"Streptococcus_phage_P7573",-0.661448092323757,0.00383196122441949
"Streptococcus_phage_P7602",-0.661448092323757,0.00383196122441949
"Prochlorococcus_marinus",0.6613380735044,0.00383991023829541
"uncultured_Alistipes_sp.",0.661336949778708,0.00383999149802532
"Actinomyces_marmotae",-0.660113750195536,0.00392927573196164
"Dickeya_sp._NCPPB_3274",-0.658676071120446,0.00403636030711975
"Paracoccus_mutanolyticus",-0.658676071120446,0.00403636030711975
"Clostridium_baratii",0.658478646051711,0.00405124834718832
"Acidipropionibacterium_acidipropionici",-0.658061060783265,0.00408288559733987
"Porifericola_rhodea",0.657911140891387,0.00409429261937685
"Streptococcus_sp._LPB0220",-0.656862745098039,0.00522955875985231
"Chryseobacterium_sp._POL2",0.656442211933049,0.00420743225601852
"Stenotrophomonas_sp._NY11291",0.656335868475402,0.00421572034504308
"Ornithinimicrobium_flavum",-0.655601019434543,0.0042733544735863
"Streptococcus_phage_CHPC663",-0.655343166571975,0.00429372844508318
"Marinifilum_fragile",0.655144656241454,0.00430946706505449
"Sphingobacterium_sp._CZ-2",0.655129050493609,0.00431070632350425
"Lactococcus_paracarnosus",0.655095045141575,0.0043134077012335
"Clostridium_bornimense",0.654746246777543,0.00434119539884277
"Croceimicrobium_hydrocarbonivorans",0.654715198975982,0.00434367589105782
"Loigolactobacillus_backii",0.654415568438686,0.00436767321207106
"Cryobacterium_sp._LW097",-0.65434090504594,0.00437366965637533
"Microbacterium_sp._Y-01",-0.65414006583302,0.00438983275108545
"Streptococcus_phage_P7574",-0.654078197144663,0.00439482153700034
"Streptomyces_sp._FIT100",-0.654061361411296,0.0043961798816416
"Mobiluncus_sp._Marseille-Q7826",-0.653467382834371,0.00444432138209765
"Wolbachia_endosymbiont_of_Folsomia_candida",0.653464039213071,0.0044445935826555
"Nitrobacter_winogradskyi",-0.652772478110027,0.00450118357204137
"Flavobacterium_nitratireducens",0.652630140488207,0.00451290299989203
"Clostridium_estertheticum",0.651934807198532,0.0045705090267957
"Campylobacter_lanienae",0.651874486775617,0.0045755342802953
"Selenobaculum_gbiensis",0.651464722185961,0.00460978993474808
"Phycicoccus_sp._HDW14",-0.65138028908803,0.00461687411422402
"Polynucleobacter_paneuropaeus",0.651124062761264,0.00463842616671457
"Allobranchiibius_sp._GilTou73",-0.65110228454063,0.00464026175115107
"Fictibacillus_arsenicus",0.650137591061277,0.00472216264479967
"Chryseobacterium_salivictor",0.64862140262176,0.00485324338381098
"Haloterrigena_salifodinae",-0.64833875193058,0.00487800173770925
"Clostridium_sp._JN-9",0.647763218082632,0.00492873025523003
"Akkermansia_muciniphila",0.647629538862955,0.0049405737439529
"Actinotignum_schaalii",-0.646931328949339,0.00500280681849635
"Sulfurimonas_aquatica",0.64690437416864,0.00500522199359449
"Novisyntrophococcus_fermenticellae",0.646559569068548,0.00503620003344967
"Mycetocola_sp._JXN-3",-0.646408890113316,0.00504978588414468
"Actinomyces_howellii",-0.64622942863787,0.0050660054897303
"Intrasporangium_calvum",-0.645502149177256,0.00513216778065208
"Capnocytophaga_sp._H2931",0.645165498709243,0.00516302892369099
"Lawsonella_clevelandensis",-0.645098942911093,0.00516914786998873
"Streptomyces_fradiae",-0.644375046760737,0.00523607965241301
"Fructilactobacillus_carniphilus",0.644335148181376,0.00523978893142442
"Bacteroides_thetaiotaomicron",0.643776945037726,0.00529190653794395
"Bacteroides_intestinalis",0.643736586811748,0.00529569080706367
"Psychrobacter_sp._WB2",0.643401392985855,0.00532720537295467
"Dichelobacter_nodosus",0.643020745180925,0.0053631767623156
"Haemophilus_influenzae",0.642156862745098,0.00665223330641672
"Halopseudomonas_maritima",0.642034127583184,0.00545732539685915
"Flavobacterium_ammonificans",0.641810424241901,0.00547885667121812
"Anaerocolumna_sp._AGMB13025",0.641457708651728,0.00551294437573923
"Myroides_albus",0.641429018986988,0.00551572455049848
"Thermoanaerobacter_italicus",0.64137889358081,0.00552058467055574
"Corynebacterium_atypicum",-0.64137889358081,0.00552058467055573
"Tissierella_sp._Yu-01",0.64137828848783,0.00552064336097992
"Chryseobacterium_taklimakanense",0.64049127968047,0.00560722046951541
"Chryseobacterium_daecheongense",0.640051072001757,0.00565059169600636
"Actinomyces_oris",-0.639705882352941,0.0069168318428174
"Prevotella_sp._oral_taxon_475",0.639705882352941,0.0069168318428174
"Riemerella_columbina",0.63926428489181,0.00572878267237449
"Phocaeicola_salanitronis",0.639216294416534,0.0057335800296214
"Cellvibrio_sp._KY-GH-1",0.639177839021621,0.00573742655005505
"Mucilaginibacter_paludis",0.638827154445697,0.00577259996675946
"Leucobacter_rhizosphaerae",-0.638784294488919,0.00577691067538071
"Aureibaculum_algae",0.63876670002842,0.0057786810168908
"Clostridium_sp._MD294",0.638729771739107,0.00578239813504223
"Arachidicoccus_sp._B3-10",0.638298810279238,0.00582592030910594
"Pseudemcibacter_aquimaris",0.638052463081274,0.00585091681573163
"uncultured_Desulfuromusa_sp.",0.637918072979996,0.00586458955849175
"Chryseobacterium_joostei",0.637848352476457,0.00587169299736735
"Nonlabens_spongiae",0.637692539264734,0.00588759299457925
"Microbacterium_suwonense",-0.637598352223603,0.0058972211346164
"Cellulophaga_baltica",0.637439911371699,0.00591344613013996
"Granulicatella_elegans",0.637254901960784,0.00718979213366894
"Clostridium_beijerinckii",0.636365557191766,0.00602441502885336
"Gordonia_polyisoprenivorans",-0.636201218621307,0.0060415361869234
"Agromyces_sp._H17E-10",-0.636201218621307,0.0060415361869234
"Neptunomonas_concharum",0.635960538162721,0.00606668146544678
"Lawsonia_intracellularis",0.635940284181656,0.00606880135192386
"Coprobacter_secundus",0.635603961156051,0.00610408988277308
"Shewanella_psychrophila",0.635555658833366,0.00610917151131953
"Chryseobacterium_turcicum",0.635475690741658,0.00611759200813938
"Vagococcus_hydrophili",0.635242033180296,0.00614224925138653
"Shouchella_lehensis",0.634871451132545,0.00618151967949267
"Pigmentibacter_sp._JX0631",0.634865874218435,0.006182112201643
"Methanobrevibacter_arboriphilus",0.634690667970402,0.0062007503588377
"Dermabacter_jinjuensis",-0.63439902365319,0.00623187523078053
"Tenacibaculum_singaporense",0.634043839029924,0.00626995083308076
"Ilzatvirus_teagan",0.633810985402152,0.00629501398700973
"Gordonia_sp._PDNC005",-0.633768152464631,0.00629963306227411
"Serinicoccus_marinus",-0.633645945147606,0.00631282680063278
"Flavobacterium_sp._IMCC34852",0.633630864235065,0.00631445650413622
"Desulfosporosinus_acidiphilus",0.633599168647396,0.00631788275833059
"Metamycoplasma_phocicerebrale",0.633273600573112,0.00635316288472629
"Allomuricauda_aurantiaca",0.633153559806146,0.0063662109787058
"Kaistella_polysaccharea",0.633012606669016,0.00638155968160458
"Microbacterium_sp._cx-55",-0.632660580669822,0.00642002254214766
"Euzebyella_marina",0.632484646614275,0.00643931506271437
"Marinitoga_aeolica",0.632427199929744,0.00644562461522923
"Flavobacterium_sp._N2038",0.632311485603785,0.0064583489745317
"Calothrix_sp._NIES-3974",0.631940045233556,0.00649933036391797
"Clostridium_tetani",0.631781064632695,0.00651693459528603
"Christiangramia_echinicola",0.630989964006034,0.00660510534834413
"Brevibacterium_sp._CS2",-0.630572498525603,0.00665201804114385
"Paraoerskovia_sediminicola",-0.630408653715536,0.00667050307780246
"Actinomyces_sp._Z16",-0.630288285236936,0.00668410936886542
"Moineauvirus_Sfi19",-0.630126037812604,0.00670248486450872
"Hathewaya_histolytica",0.629925910244587,0.00672520637715497
"Christiangramia_flava",0.629897491130025,0.00672843795510861
"Neobacillus_sp._OS1-33",0.629711407122697,0.00674962866120996
"Gemella_sp._zg-570",0.629476201748928,0.0067764898112888
"Cutibacterium_acnes",-0.629448326582531,0.00677967891860194
"Chamaesiphon_minutus",0.629415024448502,0.0067834904874159
"Mycolicibacterium_aubagnense",-0.62927809907959,0.00679918025492696
"Nocardia_wallacei",-0.628957024349912,0.00683608529439074
"Streptomyces_sp._891-h",-0.628785977526975,0.00685581134809331
"Vibrio_gallicus",0.628395068699573,0.00690106466075227
"Flammeovirga_pectinis",0.627998899610525,0.00694717122898872
"Clavibacter_capsici",-0.627991322673504,0.00694805544381965
"Brachybacterium_sp._SGAir0954",-0.627892052303498,0.00695964846193075
"Desulfosediminicola_ganghwensis",0.627577160047201,0.00699652504784918
"Flavobacterium_sp._NG2",0.627530915695584,0.00700195383668369
"Dietzia_sp._B32",-0.627486829897752,0.00700713237178124
"Ruania_halotolerans",-0.627175767514902,0.00704375869641125
"Terriglobus_albidus",0.627149192958003,0.00704689484963785
"Porphyromonas_endodontalis",0.626994337005211,0.00706519221578645
"Saprospira_grandis",0.626849286171349,0.00708236558783062
"Streptomyces_luteoverticillatus",-0.626512011886494,0.0071224268380572
"Sulfurovum_sp._NBC37-1",0.626397832529824,0.00713603010516083
"Candidatus_Pseudothioglobus_singularis",0.626288991247918,0.00714901678997878
"Streptomyces_sp._WMMC500",-0.626275853864192,0.00715058559284101
"Zobellia_galactanivorans",0.62597619529624,0.00718644441579011
"Monoglobus_pectinilyticus",0.62586682133729,0.00719956858399093
